protein1,protein2,combined_score
2RSSE.1b,C09G12.8b,0.9
2RSSE.1b,F22E12.2,0.9
2RSSE.1b,Y51H4A.3,0.9
2RSSE.1b,K03D3.10,0.9
2RSSE.1b,R07G3.1,0.9
2RSSE.1b,K08F11.5,0.9
2RSSE.1b,Y32F6B.3,0.9
AC3.3,AC3.4,0.672
AC3.3,R05D11.1,0.672
AC3.3,Y69H2.3b,0.633
AC3.3,C37C3.6b.2,0.672
AC3.3,R05F9.10,0.633
AC3.3,C05D2.1a,0.672
AC3.3,Y39B6A.2a,0.672
AC3.3,F29G6.3f,0.633
AC3.3,ZK1067.7,0.672
AC3.3,C03A7.14,0.672
AC3.4,AC3.3,0.672
AC3.5a.2,R09E12.3,0.53
AC3.7,Y40B10A.2,0.633
AC7.2a.1,W07G4.5,0.756
AC7.2a.1,ZK792.6,0.756
AH6.1,F49H6.5,0.6
AH6.1,W09C3.4,0.65
AH6.1,C36B1.3,0.65
AH6.1,F25H2.5.1,0.65
AH6.1,Y77E11A.6a,0.65
AH6.1,C06A1.5,0.65
AH6.1,Y48E1A.1a,0.65
AH6.1,H43I07.2,0.65
AH6.1,F36A4.7,0.65
AH6.1,Y37H9A.6,0.65
AH6.1,F58A4.9.1,0.65
AH6.1,F43E2.2,0.65
AH6.1,R08D7.6a,0.65
AH6.1,ZK856.10,0.65
AH6.1,F26F4.11,0.65
AH6.1,ZC395.7,0.65
AH6.1,C27H5.1,0.65
AH6.1,C48E7.2.1,0.65
AH6.1,F32G8.6,0.6
AH6.1,C15H11.8.2,0.65
AH6.1,ZK593.1a,0.65
AH6.1,C42D4.8,0.65
AH6.1,C32E12.2,0.65
AH6.1,F23B2.13,0.65
AH6.1,Y54E10BR.6,0.65
AH6.1,W01G7.3.2,0.65
AH6.1,H27M09.2,0.65
AH6.1,Y47G6A.9,0.65
AH6.1,F25H5.3e,0.65
AH6.1,F14B4.3,0.65
AH6.1,T04D3.3a,0.65
AH6.1,Y97E10AR.5,0.65
AH6.1,R05G6.5,0.65
AH6.1,F09F7.3.1,0.65
AH6.1,E01F3.1i,0.65
AH6.1,W06E11.1,0.65
AH6.1,Y37E3.3,0.65
AH6.1,F49E2.1b,0.6
AH6.1,C26E6.4,0.65
AH6.5,C07H6.5,0.9
AH6.5,F56F3.1,0.9
AH6.5,F21H12.5,0.9
AH6.5,K02B9.2,0.9
AH6.5,C06A5.11,0.9
AH6.5,M88.6b,0.9
AH6.5,F20D12.1a,0.9
AH6.5,ZC317.7,0.542
AH6.5,F52G2.1b,0.9
AH6.5,W03C9.7a.1,0.9
AH6.5,F54C9.8,0.9
AH6.5,Y65B4BL.2,0.9
AH6.5,W02A2.7,0.9
AH6.5,Y49E10.14a.2,0.9
AH6.5,ZK757.3a.1,0.72
AH6.5,C36B1.8b,0.9
AH6.5,T12F5.3.1,0.9
AH6.5,F58G11.2a,0.9
AH6.5,ZC308.1a,0.9
AH6.5,K10D2.3,0.9
AH6.5,R06C7.1,0.9
AH6.5,C18G1.4a,0.9
AH6.5,F45E4.2,0.9
AH6.5,C36C9.1,0.9
AH6.5,ZK858.1,0.9
AH6.5,D2005.5,0.9
AH6.5,Y49E10.15,0.9
AH6.5,Y106G6H.2a.2,0.9
AH6.5,F49E11.1b,0.9
AH6.5,T07F8.3a,0.9
AH6.5,F53A2.6a,0.9
AH6.5,Y54E10A.9c.1,0.9487
AH6.5,Y56A3A.20,0.9
AH6.5,K10C8.1,0.72
AH6.5,ZK381.4b,0.9
AH6.5,Y116A8C.42,0.9
AH6.5,T07D4.4a,0.9
AH6.5,B0523.3,0.9
AH6.5,T21G5.3,0.9
AH6.5,Y55F3AM.12,0.9
AH6.5,ZC404.8.1,0.9
AH6.5,Y71H2AM.19b,0.9
AH6.5,T22B3.2b,0.9
AH6.5,Y18D10A.17,0.9
AH6.5,F26A3.3,0.9
AH6.5,F53G12.5b,0.9
AH6.5,D2030.6,0.9
AH6.5,B0414.6,0.9
AH6.5,K04H4.1a,0.722
AH6.5,F48E8.5.2,0.9
AH6.5,Y71F9B.4.1,0.9
AH6.5,F52E1.1,0.9
AH6.5,F26F4.7,0.9
AH6.5,ZK328.5b,0.9
AH6.5,C55B7.1,0.9
AH6.5,T21G5.5d,0.9
AH6.5,F52D2.4.1,0.9
AH6.5,C09G9.6,0.9
AH6.5,T28D9.10a,0.9
AH6.5,ZC513.6,0.9
AH6.5,C14C11.2.2,0.542
AH6.5,C30G12.7,0.9
AH6.5,K02B9.1,0.9
AH6.7,T08G11.5.2,0.775
B0001.2,K12H4.8,0.687
B0001.4,C47B2.2.1,0.9
B0001.4,F19B6.1d,0.9410000000000001
B0001.4,ZK783.2,0.9
B0001.4,R07E4.4,0.9
B0001.4,K08H10.4,0.9
B0001.4,T07C4.1.1,0.9
B0001.4,ZK563.7,0.9
B0001.4,C47D2.2,0.9
B0001.4,F08C6.6,0.9
B0001.4,F49E8.4,0.9
B0001.4,F40F8.1.1,0.9
B0001.4,C29F7.3,0.9
B0001.7b,F37H8.1,0.705
B0001.7b,B0281.5a,0.705
B0019.1,W02B3.2,0.783
B0024.10,C06A1.1,0.649
B0024.11,T08G11.5.2,0.775
B0024.12,F07A11.2a.1,0.9
B0024.12,W06B4.2,0.9
B0024.12,F14B4.2a,0.9
B0024.12,F21D5.1,0.9
B0024.12,T03F6.3,0.9
B0024.12,F22B3.4,0.9
B0024.12,C06E2.1,0.792
B0024.14b,K08E7.5a,0.633
B0024.14b,Y69H2.3b,0.633
B0024.14b,Y69H2.10a,0.633
B0024.14b,C05G6.1,0.633
B0024.14b,F48G7.10,0.633
B0024.14b,T21D12.11,0.633
B0024.14b,B0228.1,0.633
B0024.14b,DH11.5d,0.633
B0024.15.2,Y73E7A.7,0.9
B0024.9a,F12F6.7.1,0.792
B0025.1a,W09C5.7a,0.9
B0025.1a,ZC8.6,0.9
B0025.1a,F30A10.6,0.9
B0025.1a,C32D5.9,0.9
B0025.1a,F53A2.8b.2,0.9
B0025.1a,T07A9.6,0.9
B0025.1a,Y111B2A.8,0.9
B0025.1a,K06A1.5,0.9
B0025.1a,D2007.5.1,0.9
B0025.1a,T01C8.1b,0.9
B0025.1a,Y55F3AM.4a,0.9
B0025.1a,Y46G5A.5,0.9
B0025.1a,F55F3.1.1,0.9
B0025.1a,F41E6.13a,0.9
B0025.1a,B0336.8,0.9
B0025.1a,PAR2.3a,0.9
B0025.1a,Y110A7A.5,0.9
B0025.1a,ZK930.1a,0.9
B0025.1a,Y69A2AR.7a,0.9
B0025.1a,R05G6.8,0.9
B0025.1a,T10G3.5a,0.8
B0025.1a,F02E8.5,0.9
B0025.1a,T07F12.4,0.9
B0025.1a,F26H9.6,0.8
B0025.1a,T19E7.3,0.9
B0025.1a,Y60A3A.1,0.9
B0025.1a,F31B12.1a,0.9
B0025.1a,T24A11.1a,0.9
B0025.1a,ZK593.6a,0.9
B0025.1a,B0348.4b,0.9
B0025.1a,F35H12.4,0.9
B0025.1a,Y110A7A.10,0.8
B0025.1a,T08A9.1,0.9
B0025.1a,T22H9.2a,0.9
B0025.1a,Y75B8A.24,0.9
B0025.1a,C56A3.8a,0.9
B0025.1a,T01E8.3,0.9
B0025.1a,Y71G12B.12a.2,0.9
B0025.1a,Y47D3A.15,0.9
B0025.2.2,F55B12.3a,0.9
B0025.2.2,Y41C4A.10,0.9
B0025.2.2,Y67H2A.6b,0.9523
B0025.2.2,C36B1.3,0.9
B0025.2.2,C42D4.6,0.9
B0025.2.2,Y38C1AA.2,0.9523
B0025.2.2,C06A1.5,0.9
B0025.2.2,DY3.6,0.9
B0025.2.2,F54D10.1,0.9
B0025.2.2,Y55B1AL.2,0.9
B0025.2.2,Y59A8A.1,0.9641
B0025.2.2,C02F5.7b.2,0.9
B0025.2.2,ZK856.1,0.9
B0025.2.2,Y39G10AL.3.1,0.9
B0025.2.2,M60.7,0.9
B0025.2.2,T16H12.4.1,0.9
B0025.2.2,Y66D12A.15,0.9
B0025.2.2,Y55F3AM.15,0.9523
B0025.2.2,BE0003N10.3,0.9
B0025.2.2,Y49F6B.1,0.9
B0025.2.2,K10B2.1,0.9
B0025.2.2,K08H2.1,0.9
B0025.2.2,F54F7.10,0.9
B0025.2.2,F43E2.2,0.9
B0025.2.2,F26F4.11,0.9
B0025.2.2,ZK1128.4,0.9
B0025.2.2,ZK520.4a,0.9
B0025.2.2,H38K22.2a,0.9
B0025.2.2,C52D10.9,0.9
B0025.2.2,ZK287.5.1,0.9
B0025.2.2,R02D3.3a,0.9
B0025.2.2,Y47D7A.1,0.9
B0025.2.2,K08E7.7,0.9
B0025.2.2,Y82E9BR.15,0.9
B0025.2.2,C06A8.4,0.9
B0025.2.2,Y50D7A.11,0.9
B0025.2.2,Y105C5B.13,0.9
B0025.2.2,ZK1010.1,0.9
B0025.2.2,F25B5.4a.2,0.9
B0025.2.2,C52D10.8,0.9
B0025.2.2,F48E8.7a,0.9
B0025.2.2,H06I04.4a.2,0.9
B0025.2.2,F23B2.13,0.9
B0025.2.2,F28F5.3c,0.9
B0025.2.2,Y73F8A.24c,0.9
B0025.2.2,Y54E10BR.6,0.9
B0025.2.2,W01G7.3.2,0.9
B0025.2.2,H27M09.2,0.9
B0025.2.2,Y71G12A.3,0.9
B0025.2.2,C52D10.7,0.9
B0025.2.2,F46A9.5.3,0.9
B0025.2.2,R10A10.2,0.9
B0025.2.2,F47H4.10,0.9
B0025.2.2,C27H6.1a,0.9
B0025.2.2,F44G3.6.2,0.9
B0025.2.2,F53G2.7.1,0.9
B0025.2.2,Y97E10AR.5,0.9
B0025.2.2,F09F7.3.1,0.9
B0025.2.2,D2045.6,0.9
B0025.2.2,F56B3.12,0.9
B0025.2.2,R12H7.5,0.9
B0025.2.2,F45H11.2,0.9
B0025.2.2,F35D6.1a,0.9
B0025.2.2,C52D10.6.1,0.9
B0025.2.2,F45E12.3,0.9
B0025.2.2,C18E9.11b,0.9
B0025.2.2,Y37E3.3,0.9
B0025.2.2,M18.5,0.9
B0025.2.2,Y47D7A.8,0.9
B0025.2.2,T01E8.4,0.9
B0025.2.2,W03H1.2,0.9
B0025.2.2,Y37A1B.12,0.9
B0025.2.2,B0547.1,0.9523
B0025.2.2,R12H7.3,0.9
B0025.2.2,F27D9.5,0.9
B0025.2.2,Y37H2C.2,0.9
B0025.2.2,Y60A3A.18,0.9
B0025.2.2,K04A8.6,0.9
B0025.2.2,K08F11.3.1,0.69472
B0025.2.2,F46A9.4,0.9
B0025.2.2,Y37A1B.13,0.9
B0034.1,Y38C1AA.7,0.633
B0034.1,F25D7.1.1,0.633
B0034.1,F45H10.4,0.633
B0034.1,Y23H5A.4,0.633
B0034.1,F17E9.5,0.633
B0034.3a,T19C3.8,0.649
B0035.10,T10C6.13,0.8
B0035.10,F29B9.2c,0.8
B0035.10,F55G1.2,0.8
B0035.10,W05B10.1,0.8
B0035.10,F17E9.10,0.8
B0035.10,ZK131.7,0.8
B0035.10,K03A1.1,0.8
B0035.10,E03A3.3,0.8
B0035.10,ZK131.2,0.8
B0035.10,F08G2.3,0.8
B0035.10,F45E1.6,0.8
B0035.10,F45F2.13,0.8
B0035.10,F07B7.5,0.8
B0035.10,K06C4.5,0.8
B0035.10,F54E12.1,0.8
B0035.10,ZK131.3,0.8
B0035.10,F22B3.2,0.8
B0035.10,K06C4.13,0.8
B0035.11,F35F11.1,0.54
B0035.11,C55A6.9,0.54
B0035.11,F25B3.6,0.54
B0035.11,F43B10.2a,0.54
B0035.1b,R02F2.5,0.633
B0035.1b,K09B11.9a,0.633
B0035.4,T06G6.9,0.54
B0035.4,F21C3.5,0.54
B0035.4,C08F8.1a,0.54
B0035.4,H20J04.5,0.54
B0035.4,R151.9,0.54
B0035.5,F57B10.3a,0.8
B0035.5,T05D4.1.1,0.8
B0035.5,R05F9.6,0.8
B0035.5,Y43F4B.5a,0.8
B0035.5,F13D12.2,0.8
B0035.5,C04C3.3,0.8
B0035.5,F01F1.12a.1,0.8
B0035.5,T21B10.2c.1,0.8
B0035.5,T09F3.3.2,0.8
B0035.5,Y87G2A.8b,0.9
B0035.5,ZK593.1a,0.8
B0035.5,Y17G7B.7,0.8
B0035.5,T05H10.6b,0.8
B0035.5,F25H5.3e,0.8
B0035.5,K10B3.7.1,0.8
B0035.5,F14B4.2a,0.8
B0035.5,K10B3.8.1,0.8
B0035.5,Y57G11C.3a,0.9
B0035.5,C50D2.7,0.8
B0035.5,F33H1.2,0.8
B0035.6,D2007.2,0.792
B0035.6,ZK1225.6,0.633
B0035.9,K03A1.6,0.8
B0035.9,F07B7.9,0.8
B0035.9,T10C6.14,0.8
B0035.9,F17E9.12,0.8
B0035.9,ZK131.1,0.8
B0035.9,F45F2.3,0.8
B0035.9,K06C4.2,0.8
B0035.9,F55G1.11,0.8
B0035.9,C50F4.7,0.8
B0035.9,F54C8.2,0.74
B0035.9,F22B3.1,0.8
B0035.9,ZK131.4,0.8
B0035.9,K06C4.10,0.8
B0035.9,T23D8.5,0.8
B0035.9,ZK131.8,0.8
B0035.9,F54E12.3,0.8
B0041.4,H06H21.3,0.9
B0041.4,Y106G6H.3a,0.9
B0041.4,F25G6.8,0.9
B0041.4,ZK652.4.3,0.9
B0041.4,W01D2.1.1,0.9
B0041.4,K11H12.2,0.9
B0041.4,Y65B4A.6,0.9
B0041.4,C49H3.11.1,0.9
B0041.4,B0414.5,0.9
B0041.4,F28D1.7.1,0.9
B0041.4,C53H9.1,0.9
B0041.4,Y48G8AL.6,0.9
B0041.4,H19N07.1a.1,0.9
B0041.4,C23G10.3.1,0.9
B0041.4,F22B5.2a,0.9
B0041.4,F39B2.6.2,0.9
B0041.4,Y24D9A.4a,0.9
B0041.4,B0513.3a,0.9
B0041.4,Y71A12B.1a,0.9
B0041.4,T07A9.11.1,0.9
B0041.4,C42C1.14.2,0.9
B0041.4,F56E10.4.1,0.9
B0041.4,C06B8.8.6,0.9
B0041.4,Y73B6BL.18b.1,0.9
B0041.4,Y74C10AR.1,0.9
B0041.4,R08D7.3,0.9
B0041.4,Y62E10A.1,0.9
B0041.4,C03H5.5,0.9
B0041.4,Y105E8A.16.1,0.9
B0041.4,F56F3.5,0.9
B0041.4,F40F8.10,0.9
B0041.4,D1007.6.2,0.9
B0041.4,T16G1.11,0.9
B0041.4,M110.4a,0.9
B0041.4,Y48G8AL.8a,0.9
B0041.4,C17G10.9a,0.9
B0041.4,T24B8.1a.1,0.9
B0041.4,F53G12.10.1,0.9
B0041.4,F26A3.2a,0.9
B0041.4,F55C5.8,0.9
B0041.4,B0412.4,0.9
B0041.4,F37E3.1,0.9
B0041.4,C27A2.2a,0.9
B0041.4,W09C5.6a,0.9
B0041.4,C32E8.2a,0.9
B0041.4,F37C12.4,0.9
B0041.4,Y37E3.7.2,0.9
B0041.4,Y48B6A.2.1,0.9
B0041.4,E04A4.8,0.9
B0041.4,ZC434.2,0.9
B0041.4,R151.3.2,0.9
B0041.4,T05E11.1,0.9
B0041.4,T05F1.3.1,0.9
B0041.4,R13A5.8,0.9
B0041.4,C26F1.4.2,0.9
B0041.4,F52B5.6.4,0.9
B0041.4,ZK1010.1,0.9
B0041.4,F37C12.11,0.9
B0041.4,C09H10.2,0.9
B0041.4,F37F2.2.2,0.9
B0041.4,F07D10.1,0.9
B0041.4,H06I04.4a.2,0.9
B0041.4,F54C9.5,0.9
B0041.4,C48B6.6a,0.9
B0041.4,Y71F9AL.13a.1,0.9
B0041.4,F54E7.2.3,0.9
B0041.4,R09B3.5,0.9
B0041.4,F21D5.7,0.9
B0041.4,Y54F10BM.2,0.9
B0041.4,F36A2.6.1,0.9
B0041.4,K04B12.3a,0.9
B0041.4,B0336.10.3,0.9
B0041.4,K02B2.5,0.9
B0041.4,K02F3.11,0.9
B0041.4,F40F11.1.2,0.9
B0041.4,C37A2.7,0.9
B0041.4,F55D10.2,0.9
B0041.4,D2013.7,0.9
B0041.4,B0393.1.1,0.9
B0041.4,JC8.3a,0.9
B0041.4,M01F1.2.1,0.9
B0041.4,F28C6.7a.3,0.9
B0041.4,F10E7.7.2,0.9
B0041.4,Y43B11AR.4,0.9
B0041.4,Y54E2A.11a.1,0.9
B0041.4,B0511.10,0.9
B0041.4,T22F3.4,0.9
B0041.4,C04F12.4.2,0.9
B0041.4,R07E5.14.1,0.9
B0041.4,C41D11.2,0.9
B0041.4,F25H2.10,0.9
B0041.4,C27D11.1,0.9
B0041.4,Y41D4B.5,0.9
B0041.4,F33D11.10,0.9
B0041.4,C14B9.7.1,0.9
B0041.4,Y40B10A.2,0.633
B0041.4,T01C3.6.1,0.9
B0041.4,Y57G11C.16,0.9
B0041.4,F42C5.8,0.9
B0041.4,Y73B3A.18a,0.9
B0041.4,F08D12.1,0.9
B0041.4,ZK512.4,0.9
B0041.4,C09D4.5.1,0.9
B0041.4,W08E3.2,0.9
B0041.4,T23D8.4,0.9
B0041.4,C54C6.1.2,0.9
B0041.4,F37C12.9.1,0.9
B0041.4,K08F11.3.1,0.9
B0041.4,B0250.1,0.9
B0041.4,F13B10.2a.1,0.9
B0041.4,T05H4.6a,0.9
B0041.4,Y37E3.8a,0.9
B0041.4,Y54E2A.2,0.9
B0041.4,Y45F10D.12.3,0.9
B0041.4,F10B5.1.2,0.9
B0041.4,D1007.12.2,0.9
B0041.4,C16A3.9,0.9
B0041.4,C26F1.9,0.9
B0041.4,F46B6.3b,0.9
B0041.6a,Y39G8B.1b,0.9
B0041.6a,CC4.3.1,0.705
B0041.6a,F32G8.6,0.9
B0205.3.1,T24D8.1,0.731
B0205.3.1,C56G2.7,0.9
B0205.3.1,Y41C4A.10,0.9
B0205.3.1,Y119D3B.15,0.54
B0205.3.1,ZK1307.6,0.9
B0205.3.1,Y69H2.3b,0.633
B0205.3.1,F59B2.5a,0.9
B0205.3.1,ZK1053.5,0.633
B0205.3.1,C42D4.6,0.9
B0205.3.1,F20D12.1a,0.731
B0205.3.1,F25H2.9.1,0.9
B0205.3.1,Y39A1A.12,0.9
B0205.3.1,F54D10.1,0.9
B0205.3.1,ZK945.2.1,0.9
B0205.3.1,F56F11.4b,0.9
B0205.3.1,T07A9.6,0.9
B0205.3.1,C36B1.4.1,0.9
B0205.3.1,K10B2.1,0.9
B0205.3.1,K08H2.1,0.9
B0205.3.1,F54F7.10,0.9
B0205.3.1,K09E2.3,0.731
B0205.3.1,K08A8.1a,0.731
B0205.3.1,F53G12.10.1,0.731
B0205.3.1,T16H12.5a,0.9
B0205.3.1,ZK520.4a,0.9
B0205.3.1,C52D10.9,0.9
B0205.3.1,T10B10.1,0.731
B0205.3.1,Y69H2.10a,0.633
B0205.3.1,Y108G3AL.1.2,0.9
B0205.3.1,ZK287.5.1,0.9
B0205.3.1,Y47D7A.1,0.9
B0205.3.1,C13B4.2,0.9
B0205.3.1,K08E7.7,0.9
B0205.3.1,Y18D10A.5,0.9
B0205.3.1,Y47D3A.6a,0.9
B0205.3.1,F16B4.8,0.9
B0205.3.1,K06A5.7.1,0.9
B0205.3.1,C23G10.4b.2,0.9
B0205.3.1,Y82E9BR.15,0.9
B0205.3.1,T28B8.3a,0.9
B0205.3.1,T02E9.2a,0.731
B0205.3.1,C10G11.8,0.9
B0205.3.1,C06A8.4,0.9
B0205.3.1,T01D3.2,0.9
B0205.3.1,F20B6.3,0.9
B0205.3.1,F39H11.5,0.9
B0205.3.1,C02F5.9,0.9
B0205.3.1,R13A5.8,0.731
B0205.3.1,Y105C5B.13,0.9
B0205.3.1,F56H1.4,0.9
B0205.3.1,ZK1010.1,0.9
B0205.3.1,F25B5.4a.2,0.9
B0205.3.1,C08B11.7,0.9
B0205.3.1,C56G7.2,0.9
B0205.3.1,C52D10.8,0.9
B0205.3.1,W08G11.4,0.9
B0205.3.1,C16C2.3a,0.731
B0205.3.1,F10G7.8.1,0.9
B0205.3.1,T28B8.4,0.9
B0205.3.1,F15B9.5a,0.731
B0205.3.1,H06I04.4a.2,0.9
B0205.3.1,C34F11.9b,0.9
B0205.3.1,D1054.2.2,0.9
B0205.3.1,T05C12.6a,0.9
B0205.3.1,R05H5.2,0.9
B0205.3.1,K08D12.1,0.9
B0205.3.1,F23C8.5.1,0.731
B0205.3.1,C52D10.7,0.9
B0205.3.1,F42G4.3e.2,0.9
B0205.3.1,C23H3.4a.2,0.731
B0205.3.1,K07D4.3,0.9
B0205.3.1,T23B5.1a,0.731
B0205.3.1,F46A9.5.3,0.9
B0205.3.1,B0336.10.3,0.731
B0205.3.1,K05C4.1,0.9
B0205.3.1,F23F12.6,0.9731
B0205.3.1,F47H4.10,0.9
B0205.3.1,F44G3.6.2,0.9
B0205.3.1,K11H3.1b,0.731
B0205.3.1,F55D10.2,0.731
B0205.3.1,ZK381.5a,0.9
B0205.3.1,F40G9.17,0.9
B0205.3.1,Y49E10.1,0.9
B0205.3.1,D2045.6,0.9
B0205.3.1,F23F1.8a,0.9
B0205.3.1,B0336.2.1,0.731
B0205.3.1,F56B3.12,0.9
B0205.3.1,R12H7.5,0.9
B0205.3.1,C14C10.5a,0.9
B0205.3.1,C44B7.1,0.9
B0205.3.1,ZK637.11,0.9
B0205.3.1,C52D10.6.1,0.9
B0205.3.1,CD4.6,0.9
B0205.3.1,K07C11.2.2,0.9
B0205.3.1,C13G3.3c,0.9
B0205.3.1,F57F5.1,0.731
B0205.3.1,C03C10.1.1,0.9
B0205.3.1,Y110A7A.14.1,0.9
B0205.3.1,ZK20.5.2,0.9
B0205.3.1,C27A2.6,0.9
B0205.3.1,F57B9.10a,0.9
B0205.3.1,Y47D7A.8,0.9
B0205.3.1,T22D1.9.1,0.9
B0205.3.1,T06D8.8.1,0.9
B0205.3.1,F38H4.9.2,0.9
B0205.3.1,W09C5.1,0.731
B0205.3.1,C47B2.4,0.9
B0205.3.1,W03H1.2,0.9
B0205.3.1,K04G2.8b,0.9
B0205.3.1,F48E8.5.2,0.9
B0205.3.1,F22E12.4a.2,0.9
B0205.3.1,ZK177.6,0.9
B0205.3.1,Y38A8.2,0.9
B0205.3.1,R12H7.3,0.9
B0205.3.1,R12E2.3,0.9
B0205.3.1,Y37H2C.2,0.9
B0205.3.1,T20F5.2,0.9
B0205.3.1,Y60A3A.18,0.9
B0205.3.1,C15H11.7,0.9
B0205.3.1,C30C11.2,0.9
B0205.3.1,C52E4.4.1,0.9
B0205.3.1,F38A6.3b,0.9
B0205.3.1,F46A9.4,0.9
B0205.3.1,Y66D12A.9,0.9
B0205.6,Y73F8A.27,0.9
B0205.6,Y45F10D.4,0.9
B0205.6,H12D21.4,0.8
B0205.6,D2023.5,0.8
B0205.6,F42G8.6,0.9
B0205.6,F59G1.7,0.9
B0205.7,T28D6.7,0.9
B0205.7,C18F3.2c,0.9
B0205.7,T07A9.6,0.9
B0205.7,Y62E10A.8a,0.9
B0205.7,T01G9.6b.1,0.9633
B0205.7,C34F11.9b,0.9
B0205.7,T05C12.6a,0.9
B0205.7,Y54E10A.3,0.792
B0205.7,Y54G2A.25a,0.9
B0205.7,C05D11.4,0.514
B0205.7,Y73F8A.1,0.783
B0205.7,C27A2.6,0.9
B0205.8,W05H7.4e,0.633
B0205.8,F26A3.2a,0.54
B0205.8,F37E3.1,0.54
B0207.12b,C27H5.8,0.9
B0207.12b,F11A5.10,0.9
B0207.12b,R11G10.1a,0.9
B0207.12b,F25F8.2,0.9
B0207.12b,ZC317.3,0.9
B0207.3b,K09G1.4c,0.783
B0207.4,Y39G10AR.13.1,0.783
B0207.4,C07A9.3b,0.783
B0207.6,C34E10.2,0.527
B0213.12,ZK899.3,0.792
B0213.2,Y75D11A.3,0.705
B0213.2,F52H2.5.1,0.633
B0218.3,T06D8.10,0.9
B0218.3,K06A4.3,0.9
B0218.3,B0546.3a,0.9
B0218.3,F57C9.1b,0.9
B0218.3,R02E12.2a,0.9
B0218.3,F25G6.8,0.9
B0218.3,T19B10.11,0.8
B0218.3,K02D7.1b,0.9
B0218.3,T05D4.1.1,0.9
B0218.3,F59B2.5a,0.9
B0218.3,M01D7.7a,0.9
B0218.3,F46G10.6,0.8
B0218.3,T10H4.12,0.9
B0218.3,R05F9.6,0.9
B0218.3,F43C1.2b,0.9
B0218.3,Y71H10A.1a,0.9
B0218.3,M05B5.5a,0.9
B0218.3,Y43F4B.5a,0.9
B0218.3,F25H2.5.1,0.9
B0218.3,H22K11.2,0.9
B0218.3,Y65B4A.2.2,0.9
B0218.3,Y77E11A.11a.1,0.9
B0218.3,F42G8.3a,0.9
B0218.3,C46H11.3,0.9
B0218.3,T28A11.11,0.9
B0218.3,F32A5.2a,0.9
B0218.3,F25H2.9.1,0.9
B0218.3,B0546.4a,0.9
B0218.3,F28B3.8,0.9
B0218.3,Y56A3A.3.2,0.9
B0218.3,F42G8.4.1,0.8
B0218.3,Y116A8C.34a.1,0.9
B0218.3,T25E12.5,0.9
B0218.3,Y39A3CL.5a,0.9
B0218.3,C41C4.8.2,0.9
B0218.3,F25H5.4a.1,0.9
B0218.3,Y105E8B.9,0.9
B0218.3,C25B8.3a,0.9
B0218.3,H27A22.1b,0.9
B0218.3,B0285.1b,0.9
B0218.3,C44C8.6.1,0.9086000000000001
B0218.3,Y50D7A.10,0.9
B0218.3,C34F11.3c,0.9
B0218.3,R107.7.2,0.9
B0218.3,C05B10.1,0.8
B0218.3,F01F1.12a.1,0.9
B0218.3,F59B8.2b,0.9
B0218.3,K05C4.6b,0.9
B0218.3,F27E5.1,0.9
B0218.3,F08B1.1a.2,0.8
B0218.3,F56A11.1,0.9
B0218.3,W07B8.4,0.9
B0218.3,F47D12.4a.1,0.9
B0218.3,Y102A5A.1,0.9
B0218.3,W10D5.1,0.9
B0218.3,Y45F10B.10a,0.9
B0218.3,C52E4.1,0.9
B0218.3,C02F5.9,0.9
B0218.3,Y87G2A.8b,0.9
B0218.3,Y55F3AR.3a,0.9
B0218.3,T01G9.6b.1,0.9
B0218.3,F56H1.4,0.9
B0218.3,R11H6.5,0.9
B0218.3,ZC477.9a,0.9
B0218.3,F10G7.8.1,0.9
B0218.3,C42C1.11a,0.9
B0218.3,ZK593.1a,0.9
B0218.3,R11E3.8a.1,0.9
B0218.3,W07B8.5,0.9
B0218.3,Y54E10A.9c.1,0.9
B0218.3,M7.5,0.9
B0218.3,M01B12.3,0.9
B0218.3,C54G4.1a,0.9086000000000001
B0218.3,D1054.2.2,0.9
B0218.3,F09F3.5,0.9
B0218.3,ZC416.6a,0.9
B0218.3,C49H3.8,0.9
B0218.3,K10B4.1,0.9
B0218.3,R08F11.7,0.9
B0218.3,C10H11.9,0.9
B0218.3,T19B4.3,0.9
B0218.3,K07D4.3,0.9
B0218.3,F25H5.3e,0.9
B0218.3,Y53C12A.4.1,0.9
B0218.3,T19B10.3,0.9
B0218.3,R13H8.1h,0.8
B0218.3,Y47D3A.4,0.9
B0218.3,C31B8.8,0.9
B0218.3,M04G12.2,0.9
B0218.3,F32H5.1,0.9
B0218.3,D1005.1,0.9
B0218.3,T03E6.7a,0.9
B0218.3,C06G4.2a,0.9
B0218.3,W07B8.1,0.9
B0218.3,B0304.1b,0.9
B0218.3,C54D2.4a,0.9
B0218.3,C52E4.2c,0.9
B0218.3,K08E3.4,0.9
B0218.3,C06A1.1,0.9
B0218.3,ZK563.7,0.9
B0218.3,Y71H2AM.19b,0.9
B0218.3,C37F5.1a,0.8
B0218.3,D1037.3,0.9
B0218.3,Y54G11A.6,0.9
B0218.3,F32B5.8,0.9
B0218.3,Y92H12A.1,0.9
B0218.3,ZK430.8,0.9
B0218.3,T19E7.2a,0.8
B0218.3,F14B4.2a,0.9
B0218.3,Y106G6H.14,0.9
B0218.3,Y57G11C.10b,0.9
B0218.3,C47D2.2,0.9
B0218.3,C54F6.14,0.9
B0218.3,K11D2.2.1,0.9
B0218.3,F57F5.1,0.9
